Shazam Library,,,,,,
Index,TagTime,Title,Artist,URL,TrackKey,tit
150,30-08-2021,Kokoronashi,Olutorops,https://www.shazam.com/track/559109028/kokoronashi,559109028,
151,30-08-2021,Fed Up,Ghostemane,https://www.shazam.com/track/538314640/fed-up,538314640,
152,29-08-2021,Space Song,Beach House,https://www.shazam.com/track/266491095/space-song,266491095,
153,26-08-2021,Deadwood,Really Slow Motion,https://www.shazam.com/track/421998685/deadwood,421998685,
154,16-08-2021,Dead Mood,WANTABLACK & CHIVA,https://www.shazam.com/track/508891551/dead-mood,508891551,
155,15-08-2021,Deadwood,Really Slow Motion,https://www.shazam.com/track/421998685/deadwood,421998685,
156,31-07-2021,Desvielados,Remik Gonzalez Feat. Beejay,https://www.shazam.com/track/546157062/desvielados,546157062,
157,31-07-2021,Desvielados,Remik Gonzalez Feat. Beejay,https://www.shazam.com/track/546157062/desvielados,546157062,
158,31-07-2021,Be Alright,Dean Lewis,https://www.shazam.com/track/428550515/be-alright,428550515,
159,16-07-2021,Hurt,Oliver Tree,https://www.shazam.com/track/452597141/hurt,452597141,
160,16-07-2021,D2M (Tiktok Girl),Lil Cain,https://www.shazam.com/track/575696350/d2m-tiktok-girl,575696350,
161,10-07-2021,telepatía,Kali Uchis,https://www.shazam.com/track/542730886/telepat%C3%ADa,542730886,
162,24-06-2021,Dinero,Ya No Quieres Dinero Lo Siento No Tengo Dinero,https://www.shazam.com/track/575274975/dinero,575274975,
163,24-06-2021,Swing Lynn,Harmless,https://www.shazam.com/track/357730524/swing-lynn,357730524,
164,23-06-2021,Fairytale,Alexander Rybak,https://www.shazam.com/track/48947959/fairytale,48947959,
165,13-06-2021,Винтом,platina,https://www.shazam.com/track/558586462/-,558586462,
166,09-06-2021,Alors On Danse,Stromae,https://www.shazam.com/track/50881429/alors-on-danse,50881429,
167,07-06-2021,Положение (Izzamuzzic Remix),Скриптонит,https://www.shazam.com/track/571430063/-,571430063,
168,18-05-2021,Carol Of The Bells,Lindsey Stirling,https://www.shazam.com/track/374176010/carol-of-the-bells,374176010,
169,12-05-2021,моя голова винтом (My head is spinning like a screw),kostromin,https://www.shazam.com/track/555672234/-,555672234,
170,09-05-2021,Alors On Danse,Stromae,https://www.shazam.com/track/50881429/alors-on-danse,50881429,
171,09-05-2021,моя голова болтается Remix,Dj Viral TikToker,https://www.shazam.com/track/569299799/-,569299799,
172,08-05-2021,Experience,Ludovico Einaudi,https://www.shazam.com/track/78484595/experience,78484595,
173,02-05-2021,Deadwood,Really Slow Motion,https://www.shazam.com/track/421998685/deadwood,421998685,
174,27-04-2021,Plevne,CVRTOON,https://www.shazam.com/track/371457010/plevne,371457010,
175,05-04-2021,Deep End,Fousheé,https://www.shazam.com/track/531351445/deep-end,531351445,
176,31-03-2021,Sofia,Clairo,https://www.shazam.com/track/468902799/sofia,468902799,
177,29-03-2021,Copines,Aya Nakamura,https://www.shazam.com/track/437075280/copines,437075280,
178,29-03-2021,Copines,Aya Nakamura,https://www.shazam.com/track/437075280/copines,437075280,
179,28-03-2021,Arcade,Duncan Laurence,https://www.shazam.com/track/460791620/arcade,460791620,
180,17-03-2021,Exil,Hiboky,https://www.shazam.com/track/452767641/exil,452767641,
181,17-03-2021,Exil,Hiboky,https://www.shazam.com/track/452767641/exil,452767641,
182,17-03-2021,Khatam Hue Waande,Emiway Bantai,https://www.shazam.com/track/544459432/khatam-hue-waande,544459432,
183,17-03-2021,Exil,Hiboky,https://www.shazam.com/track/452767641/exil,452767641,
184,17-03-2021,Exil,Hiboky,https://www.shazam.com/track/452767641/exil,452767641,
185,17-03-2021,"Vaathi Coming (From Master"")""",Anirudh Ravichander & Gana Balachandar,https://www.shazam.com/track/510166846/vaathi-coming-from-master,510166846,
186,08-03-2021,Little Dark Age,MGMT,https://www.shazam.com/track/378545861/little-dark-age,378545861,
187,08-03-2021,Reflections,Toshifumi Hinata,https://www.shazam.com/track/548127691/reflections,548127691,
188,07-03-2021,Experience,Ludovico Einaudi,https://www.shazam.com/track/78484595/experience,78484595,
189,07-03-2021,Before You Go,Lewis Capaldi,https://www.shazam.com/track/501834427/before-you-go,501834427,
190,03-03-2021,"Towards The Sun (From The Home"" Soundtrack)""",Rihanna,https://www.shazam.com/track/236103529/towards-the-sun-from-the-home-soundtrack,236103529,
191,28-02-2021,Come Get Her,Rae Sremmurd,https://www.shazam.com/track/217450817/come-get-her,217450817,
192,27-02-2021,Obsession,Consoul Trainin Feat. Steven Aderinto & DuoViolins,https://www.shazam.com/track/383379942/obsession,383379942,
193,24-02-2021,Catharsis,Aether,https://www.shazam.com/track/333906674/catharsis,333906674,
194,21-02-2021,Little Dark Age,MGMT,https://www.shazam.com/track/378545861/little-dark-age,378545861,
195,20-02-2021,Snowman,Sia,https://www.shazam.com/track/380156079/snowman,380156079,
196,19-02-2021,Into Your Arms,Witt Lowry Feat. Ava Max,https://www.shazam.com/track/423336107/into-your-arms,423336107,
197,19-02-2021,Into Your Arms,Witt Lowry Feat. Ava Max,https://www.shazam.com/track/423336107/into-your-arms,423336107,
198,16-02-2021,Ticking,TIN,https://www.shazam.com/track/348716062/ticking,348716062,
199,12-02-2021,Dancing With Your Ghost,Sasha Alex Sloan,https://www.shazam.com/track/470391131/dancing-with-your-ghost,470391131,
200,12-02-2021,Space Cadet,Metro Boomin Feat. Gunna,https://www.shazam.com/track/447331216/space-cadet,447331216,
201,12-02-2021,Hey Mama,David Guetta Feat. Nicki Minaj & Bebe Rexha & Afrojack,https://www.shazam.com/track/161306206/hey-mama,161306206,
202,10-02-2021,Chukkala Chunni,Anurag Kulkarni & Chaitan Bharadwaj,https://www.shazam.com/track/544252781/chukkala-chunni,544252781,
203,10-02-2021,See Me Fall (Y2k Remix),Ro Ransom,https://www.shazam.com/track/362528387/see-me-fall-y2k-remix,362528387,
204,09-02-2021,Khairiyat,Arijit Singh,https://www.shazam.com/track/501087347/khairiyat,501087347,
205,06-02-2021,What Is Brox3n (Outro),BROX3N,https://www.shazam.com/track/270200159/what-is-brox3n-outro,270200159,
206,06-02-2021,It's You,Ali Gatie,https://www.shazam.com/track/469293997/its-you,469293997,
207,06-02-2021,Smells Like Drill Spirit,LowOrbit,https://www.shazam.com/track/550905992/smells-like-drill-spirit,550905992,
208,02-02-2021,"Vaathi Coming (From Master"")""",Anirudh Ravichander & Gana Balachandar,https://www.shazam.com/track/510166846/vaathi-coming-from-master,510166846,
209,31-01-2021,By My Lonely,Numair,https://www.shazam.com/track/534084830/by-my-lonely,534084830,
210,31-01-2021,By My Lonely,Numair,https://www.shazam.com/track/534084830/by-my-lonely,534084830,
211,31-01-2021,Mama Cry (Acapella),Amazin' Works,https://www.shazam.com/track/533381296/mama-cry-acapella,533381296,
212,31-01-2021,Mama Cry,YNW Melly,https://www.shazam.com/track/433734515/mama-cry,433734515,
213,30-01-2021,Teeth,5 Seconds Of Summer,https://www.shazam.com/track/488848019/teeth,488848019,
214,29-01-2021,Hadal Ahbek,Issam Alnajjar,https://www.shazam.com/track/538883143/hadal-ahbek,538883143,
215,29-01-2021,Outside (Ian Asher Remix),Calvin Harris Feat. Ellie Goulding,https://www.shazam.com/track/536354551/outside-ian-asher-remix,536354551,
216,28-01-2021,Bottled Up,Dinah Jane Feat. Marc E. Bassy & Ty Dolla $ign,https://www.shazam.com/track/437699202/bottled-up,437699202,
217,26-01-2021,"10,000 Hours",Dan + Shay & Justin Bieber,https://www.shazam.com/track/498312422/10000-hours,498312422,
218,26-01-2021,Hard To Love,Calvin Harris Feat. Jessie Reyez,https://www.shazam.com/track/361578202/hard-to-love,361578202,
219,26-01-2021,"Follow Follow (From Nannaku Prematho"")""",Devi Sri Prasad,https://www.shazam.com/track/306402208/follow-follow-from-nannaku-prematho,306402208,
220,26-01-2021,She Wolf (Falling To Pieces),David Guetta Feat. Sia,https://www.shazam.com/track/66016240/she-wolf-falling-to-pieces,66016240,
221,26-01-2021,"Love Dhebba (From Nannaku Prematho"")""",Deepak & Shravana Bhargavi,https://www.shazam.com/track/306402222/love-dhebba-from-nannaku-prematho,306402222,
222,26-01-2021,All Time Low,Jon Bellion,https://www.shazam.com/track/257654920/all-time-low,257654920,
223,12-01-2021,Xnitsx Xrpatorx,Grapy O'fire,https://www.shazam.com/track/437936288/xnitsx-xrpatorx,437936288,
224,08-01-2021,Scary Garry,Kaito Shoma & DJ Paul,https://www.shazam.com/track/539847163/scary-garry,539847163,
225,05-01-2021,See Me Fall (Y2k Remix),Ro Ransom,https://www.shazam.com/track/362528387/see-me-fall-y2k-remix,362528387,
226,05-01-2021,2 Phút Hơn (KAIZ Remix),Pháo,https://www.shazam.com/track/546891609/2-ph%C3%BAt-h%C6%A1n-kaiz-remix,546891609,
227,03-01-2021,Naruto Shippuden Ost - Man of the World (with Hassan El idrissi ),Rap AR Anime,https://www.shazam.com/track/533636184/naruto-shippuden-ost-man-of-the-world-with-hassan-el-idrissi,533636184,
228,01-01-2021,Outside,Calvin Harris Feat. Ellie Goulding,https://www.shazam.com/track/229434817/outside,155522155,
229,01-01-2021,Ticking,TIN,https://www.shazam.com/track/348716062/ticking,348716062,
230,01-01-2021,"War End, Part 1 (Explicit)",Antonio Band$,https://www.shazam.com/track/359751301/war-end-part-1-explicit,359751301,
231,01-01-2021,"War End, Part 1 (Explicit)",Antonio Band$,https://www.shazam.com/track/359751301/war-end-part-1-explicit,359751301,
232,01-01-2021,It's You,JoeMari,https://www.shazam.com/track/498116540/its-you,498116540,
233,01-01-2021,It's You,Ali Gatie,https://www.shazam.com/track/469293997/its-you,469293997,
234,29-12-2020,Savior,Sitrus,https://www.shazam.com/track/463855955/savior,546770769,
235,29-12-2020,Whoopty,CJ,https://www.shazam.com/track/532012994/whoopty,532012994,
236,28-12-2020,"Psycho, Part 2",Russ,https://www.shazam.com/track/335110519/psycho-part-2,335110519,
237,25-12-2020,Kathy's Waltz,Dave Brubeck,https://www.shazam.com/track/10807904/kathys-waltz,10807904,
238,25-12-2020,Kathy's Waltz,Dave Brubeck,https://www.shazam.com/track/10807904/kathys-waltz,10807904,
239,20-12-2020,"Aathangara Orathil (From Yaan"")""","Harris Jayaraj, Gana Bala & MC Vickey",https://www.shazam.com/track/123490993/aathangara-orathil-from-yaan,123490993,
